Product Name,Ingredients,Protein (g),Carbs (g),Fat (g),Fiber (g),Sugar (g),Calories,Calcium (mg),Sodium (mg),Healthy (1/0),Reason
Peanut Butter,"Peanuts, Salt",7,16,6,3,0,181,35,0,1,"No added sugar or oils, healthier option"
Peanut Butter,"Peanuts, Salt",9,16,6,3,0,182,35,0,1,"No added sugars or oils, higher quality choice"
Peanut Butter,"Peanuts, Palm Oil",8,18,8,3,2,198,25,0,1,"Higher fat content, but no added sugar, making it a better choice"
Peanut Butter,"Peanuts, Salt",8,17,9,3,1,179,34,0,1,"No added sugars, only peanuts and salt, healthier option"
Peanut Butter,"Organic Peanuts, Salt",9,17,7,2,0,181,40,1,1,Organic option with no added sugars or oils
Peanut Butter,"Organic Peanuts, Sea Salt",7,17,6,3,0,185,41,0,1,"Organic with no added sugars, healthier option"
Peanut Butter,"Roasted Peanuts, Sugar, Hydrogenated Vegetable Oil, Salt",5,16,8,4,3,196,24,131,0,"Similar to Skippy but with added chunky peanuts, still unhealthy"
Chocolate,"Milk Chocolate (Sugar, Cocoa Butter, Skimmed Milk Powder, Chocolate)",4,12,25,1,24,221,40,71,0,"High sugar and fat content, moderate calories"
Chocolate,"Milk Chocolate (Sugar, Peanuts, Corn Syrup, Hydrogenated Palm Oil, Skimmed Milk Powder)",4,10,33,1,26,230,46,58,0,"High in sugar and calories, with added fats"
Chocolate,"Milk Chocolate (Sugar, Glucose Syrup, Skimmed Milk Powder, Cocoa Butter)",2,8,37,0,31,241,35,91,0,"High sugar and fat, moderate calories"
Chocolate,"Cocoa Mass, Sugar, Cocoa Butter, Emulsifier (Soy Lecithin)",1,13,13,4,7,212,49,7,1,"Higher cocoa content with less sugar, healthier option"
Chocolate,"Cocoa Mass, Sugar, Cocoa Butter, Emulsifier (Lecithin)",3,15,15,7,6,219,54,6,1,"High cocoa percentage, low sugar, good for dark chocolate lovers"
Chocolate,"Milk Chocolate (Sugar, Cocoa Butter, Chocolate, Milk Fat)",2,16,28,0,26,241,40,51,0,"High in sugar and calories, moderate fat content"
Chocolate,"Milk Chocolate (Sugar, Honey, Almonds, Cocoa Butter)",2,14,33,1,24,250,35,46,0,"High sugar and fat, with added honey and almonds"
Chocolate,"Milk Chocolate (Sugar, Cocoa Butter, Peanut Butter)",7,14,23,0,23,230,38,61,0,"High sugar and calories, moderate protein content"
Chocolate,"Dark Chocolate (Sugar, Unsweetened Chocolate, Cocoa Butter)",4,15,19,4,16,191,56,10,1,Good dark chocolate option with moderate sugar
Chocolate,Cocoa Mass,4,12,10,6,1,170,60,0,1,"No added sugar, high fiber, very healthy option"
Almonds,Almonds,6,13,5,3,1,161,76,1,1,"Whole, raw almonds; high in healthy fats and nutrients"
Almonds,Almonds,7,16,5,4,2,170,83,2,1,Roasted without added salt; healthy option
Almonds,"Almonds, Honey, Sugar",6,12,27,3,17,201,59,1,0,High in sugar due to honey and added sugar
Almonds,"Almonds, Salt",7,16,4,5,1,170,80,151,0,"High sodium content, making them less healthy"
Almonds,"Almonds, Dark Chocolate",4,13,15,3,8,189,65,6,0,"Contains added sugar from chocolate, making it less healthy"
Almonds,Almonds,6,16,6,2,3,180,86,1,1,Made from ground almonds; healthy fats and protein
Almonds,"Almonds, Water, Calcium Carbonate",0,1,0,0,0,28,301,182,1,Low in calories and sugars; healthy alternative to dairy
Almonds,"Almonds, Spices, Oil",7,15,7,3,2,161,73,2,1,"Contains healthy spices, but check oil content"
Almonds,Blanched Almonds,7,16,5,3,1,158,75,1,1,"Low-carb flour alternative, high in nutrients"
Almonds,"Almonds, Sea Salt",5,15,7,7,1,169,79,179,0,"High sodium content due to sea salt, making it less healthy"
Soup,"Chicken Broth, Noodles, Chicken, Vegetables, Salt",4,3,22,1,2,190,25,890,0,"High in sodium and low in protein, processed ingredients"
Soup,"Tomatoes, Water, Sugar, Salt, Citric Acid",2,3,16,2,5,118,19,481,0,"High in sugar and sodium, processed with low nutritional value"
Soup,"Noodles, Seasoning, Salt, Flavoring",9,13,55,3,0,321,8,1599,0,"High in sodium and fat, processed with little nutritional value"
Soup,"Chicken Broth, Chicken, Vegetables, Rice, Salt",6,3,18,2,2,179,31,650,0,Moderate in sodium; better than some options but still processed
Soup,"Dehydrated Onion, Salt, Sugar, Corn Starch",1,0,17,1,4,110,14,1151,0,"High sodium content and low protein, not a healthy option"
Soup,"Lentils, Vegetables, Vegetable Broth, Spices",10,2,31,7,0,250,36,380,1,"Made with organic ingredients, high in fiber and protein"
Soup,"Chicken Broth, Noodles, Cream, Chicken, Salt",4,5,19,2,4,160,25,820,0,"High in calories and sodium, processed with low nutritional value"
Soup,"Chicken, Vegetables, Chicken Broth, Noodles",9,7,27,2,3,199,31,892,0,"High sodium and calorie content, processed ingredients"
Soup,"Miso Paste, Seaweed, Tofu, Seasonings",2,1,6,1,0,100,40,480,1,"Lower in calories, with good protein and low fat"
Soup,"Vegetables, Vegetable Broth, Herbs, Spices",4,0,21,5,2,149,35,301,1,"Made with organic ingredients, lower in sodium and calories"
Maggi,"Wheat Flour, Palm Oil, Salt, Spices",6,59,13,3,2,369,19,1100,0,"High sodium, low fiber"
Maggi,"Whole Wheat Flour, Palm Oil, Salt, Spices",5,60,9,6,2,346,25,999,1,"Higher fiber due to whole wheat, moderate sodium"
Maggi,"Rice Flour, Palm Oil, Salt, Spices",4,62,11,2,2,373,17,1050,0,"High sodium, low protein and fiber"
Maggi,"Oats, Palm Oil, Salt, Spices",7,55,9,8,1,342,29,951,1,"High fiber, moderate sodium, balanced nutrition"
Maggi,"Wheat Flour, Dehydrated Vegetables, Salt, Spices",3,60,11,3,3,361,18,1080,0,"High sodium, low fiber, moderate fat"
Maggi,"Wheat Flour, Chicken Flavor, Palm Oil, Spices",6,57,13,2,2,372,14,1119,0,"High sodium, low fiber, moderate protein"
Maggi,"Wheat Flour, Cheese Powder, Palm Oil, Salt, Spices",5,61,13,2,1,393,37,1151,0,"High sodium and fat, moderate carbs and protein"
Maggi,"Wheat Flour, Palm Oil, Salt, Masala Spices",5,58,15,0,0,368,19,1100,0,"High sodium, low fiber"
Maggi,"Wheat Flour, Palm Oil, Salt, Spices (No Onion)",4,59,11,5,2,369,19,1099,0,"Similar to classic, no onion but high sodium"
Maggi,"Wheat Flour, Palm Oil, Salt, Spices (No Garlic)",3,58,12,2,4,369,20,1090,0,"Similar to classic, no garlic but high sodium"
Oats,"Oats, Salt",14,56,3,9,0,316,40,120,1,"High fiber, moderate carbs, low sugar and sodium"
Oats,"Oats, Honey, Salt",12,61,5,6,8,357,34,130,1,"Moderate fiber, high sugar from honey, moderate sodium"
Oats,"Oats, Dried Fruits (Raisins, Apples), Salt",12,57,5,8,16,358,40,124,1,"Higher sugar content, balanced fiber and protein"
Oats,"Oats, Almonds, Salt",14,50,8,9,3,353,60,109,1,"High protein and fiber from almonds, low sugar and sodium"
Oats,"Steel-Cut Oats, Salt",14,49,2,9,0,338,34,105,1,"High fiber and protein, low sodium and sugar"
Oats,"Oats, Cinnamon, Salt",14,56,4,7,3,332,31,120,1,"Moderate sugar from cinnamon, high fiber, and low sodium"
Oats,"Oats, Chia Seeds, Salt",15,54,8,13,0,384,49,111,1,"High fiber and healthy fats from chia seeds, low sugar and sodium"
Oats,"Gluten-Free Oats, Salt",13,56,6,8,1,331,35,117,1,"High fiber, suitable for gluten-sensitive consumers, low sugar"
Oats,"Organic Oats, Salt",15,52,5,9,3,321,30,99,1,"High fiber, low sodium, organic product"
Oats,"Oats, Cocoa Powder, Sugar, Salt",12,60,4,5,14,378,20,134,0,"High sugar from chocolate, moderate protein and fiber, high sodium"
Lays,"Potatoes, Vegetable Oil, Salt",2,14,9,0,2,150,8,171,0,"High fat, low fiber, moderate sodium"
Lays,"Potatoes, Vegetable Oil, Salt, Vinegar",3,16,9,2,0,145,13,210,0,"High sodium, moderate fat, low fiber"
Lays,"Potatoes, Vegetable Oil, Sour Cream, Onion Powder, Salt",1,16,10,1,0,161,11,179,0,"High fat, low fiber, moderate sodium"
Lays,"Potatoes, Vegetable Oil, Barbecue Seasoning, Salt",3,18,10,1,3,160,16,199,0,"High sodium, moderate carbs and sugar, low fiber"
Lays,"Potatoes, Cornstarch, Salt, Sugar, Sunflower Oil",2,22,5,2,2,132,8,178,1,"Lower fat, higher carbs, moderate sodium"
Lays,"Potatoes, Cornstarch, Sour Cream, Onion Powder, Salt",3,24,5,1,2,138,9,190,1,"Lower fat, moderate sodium, moderate carbs"
Lays,"Potatoes, Vegetable Oil, Flamin' Hot Seasoning, Salt",2,18,11,0,0,159,8,220,0,"High fat, high sodium, low fiber"
Lays,"Potatoes, Vegetable Oil, Jalapeno Seasoning, Salt",3,19,7,3,2,152,11,199,0,"High sodium, moderate carbs and fat, low fiber"
Lays,"Potatoes, Vegetable Oil, Salt",3,14,9,1,1,153,8,161,0,"High fat, low fiber, moderate sodium"
Lays,"Potatoes, Vegetable Oil, Light Salt",3,15,10,0,0,138,3,106,1,"Lower sodium, moderate fat and carbs"
Biscuits,"Whole Wheat Flour, Sugar, Vegetable Oil, Salt",5,19,6,3,3,161,14,119,1,"High fiber from whole wheat, moderate sugar"
Biscuits,"Refined Flour, Sugar, Vegetable Oil, Cream, Salt",2,24,11,0,17,232,9,179,0,"High sugar and fat content, low fiber"
Biscuits,"Wheat Flour, Sugar, Palm Oil, Salt, Malt Extract",3,20,6,3,5,161,6,109,1,"Low fat, moderate sugar, suitable for light snacking"
Biscuits,"Oats, Sugar, Vegetable Oil, Salt",4,20,7,3,5,180,18,125,1,"High fiber from oats, moderate fat and sugar"
Biscuits,"Refined Flour, Sugar, Chocolate Chips, Vegetable Oil, Salt",3,30,12,0,17,282,13,199,0,"High sugar, high fat, low fiber"
Biscuits,"Refined Flour, Butter, Sugar, Salt",3,25,17,2,12,275,9,149,0,"Very high fat, high sugar, very low fiber"
Biscuits,"Whole Wheat, Oats, Barley, Sugar, Vegetable Oil, Salt",5,19,6,4,5,200,25,132,1,"High fiber from whole grains, moderate fat and sugar"
Biscuits,"Refined Flour, Cocoa, Sugar, Cream, Vegetable Oil, Salt",1,29,12,1,15,249,14,190,0,"High sugar, high fat, low fiber"
Biscuits,"Whole Wheat, Artificial Sweetener, Vegetable Oil, Salt",4,16,5,1,1,141,8,111,1,"Low sugar, high fiber, suitable for diabetic consumers"
Biscuits,"Refined Flour, Coconut, Sugar, Vegetable Oil, Salt",2,23,10,3,12,227,16,150,0,"High sugar and fat, moderate carbs"
Peanut Butter,"Roasted Peanuts, Sugar, Hydrogenated Vegetable Oil, Salt",6,17,7,1,3,190,19,130,0,"High in sugar and calories, with added oils"
Peanut Butter,"Roasted Peanuts, Sugar, Palm Oil, Salt",6,17,9,2,4,194,23,142,0,"Similar to Skippy, high in sugar and calories"
Peanut Butter,"Roasted Peanuts, Sugar, Hydrogenated Vegetable Oil, Salt",8,16,10,1,3,200,30,140,0,"Contains added sugars and oils, making it less healthy"
Peanut Butter,"Peanuts, Salt",10,16,7,1,0,180,36,0,1,"No added sugar or oils, healthier option"
Peanut Butter,"Peanuts, Salt",9,16,6,2,0,181,33,1,1,"No added sugars or oils, higher quality choice"
Peanut Butter,"Peanuts, Palm Oil",9,18,7,4,0,201,24,0,1,"Higher fat content, but no added sugar, making it a better choice"
Peanut Butter,"Peanuts, Salt",12,15,5,1,1,180,34,0,1,"No added sugars, only peanuts and salt, healthier option"
Peanut Butter,"Organic Peanuts, Salt",7,17,6,2,1,179,41,0,1,Organic option with no added sugars or oils
Peanut Butter,"Organic Peanuts, Sea Salt",8,17,6,3,1,185,41,0,1,"Organic with no added sugars, healthier option"
Peanut Butter,"Roasted Peanuts, Sugar, Hydrogenated Vegetable Oil, Salt",7,16,9,3,3,194,25,129,0,"Similar to Skippy but with added chunky peanuts, still unhealthy"
Chocolate,"Milk Chocolate (Sugar, Cocoa Butter, Skimmed Milk Powder, Chocolate)",1,14,27,0,23,221,40,69,0,"High sugar and fat content, moderate calories"
Chocolate,"Milk Chocolate (Sugar, Peanuts, Corn Syrup, Hydrogenated Palm Oil, Skimmed Milk Powder)",4,13,32,1,28,232,43,61,0,"High in sugar and calories, with added fats"
Chocolate,"Milk Chocolate (Sugar, Glucose Syrup, Skimmed Milk Powder, Cocoa Butter)",2,9,36,0,29,239,36,90,0,"High sugar and fat, moderate calories"
Chocolate,"Cocoa Mass, Sugar, Cocoa Butter, Emulsifier (Soy Lecithin)",3,14,12,3,7,210,52,6,1,"Higher cocoa content with less sugar, healthier option"
Chocolate,"Cocoa Mass, Sugar, Cocoa Butter, Emulsifier (Lecithin)",5,17,14,6,5,219,57,6,1,"High cocoa percentage, low sugar, good for dark chocolate lovers"
Chocolate,"Milk Chocolate (Sugar, Cocoa Butter, Chocolate, Milk Fat)",3,12,28,1,24,240,38,50,0,"High in sugar and calories, moderate fat content"
Chocolate,"Milk Chocolate (Sugar, Honey, Almonds, Cocoa Butter)",5,16,34,1,25,250,36,46,0,"High sugar and fat, with added honey and almonds"
Chocolate,"Milk Chocolate (Sugar, Cocoa Butter, Peanut Butter)",5,13,26,3,20,231,41,60,0,"High sugar and calories, moderate protein content"
Chocolate,"Dark Chocolate (Sugar, Unsweetened Chocolate, Cocoa Butter)",4,14,20,2,16,190,55,8,1,Good dark chocolate option with moderate sugar
Chocolate,Cocoa Mass,6,12,9,4,0,171,60,0,1,"No added sugar, high fiber, very healthy option"
Almonds,Almonds,4,13,7,1,2,159,75,0,1,"Whole, raw almonds; high in healthy fats and nutrients"
Almonds,Almonds,5,18,7,5,0,169,80,2,1,Roasted without added salt; healthy option
Almonds,"Almonds, Honey, Sugar",7,11,27,2,17,201,60,0,0,High in sugar due to honey and added sugar
Almonds,"Almonds, Salt",5,16,5,3,2,170,80,151,0,"High sodium content, making them less healthy"
Almonds,"Almonds, Dark Chocolate",4,13,15,5,8,190,66,6,0,"Contains added sugar from chocolate, making it less healthy"
Almonds,Almonds,7,19,6,4,1,179,85,0,1,Made from ground almonds; healthy fats and protein
Almonds,"Almonds, Water, Calcium Carbonate",1,1,0,0,0,29,302,179,1,Low in calories and sugars; healthy alternative to dairy
Almonds,"Almonds, Spices, Oil",7,15,6,3,1,158,76,0,1,"Contains healthy spices, but check oil content"
Almonds,Blanched Almonds,6,13,5,4,2,160,76,0,1,"Low-carb flour alternative, high in nutrients"
Almonds,"Almonds, Sea Salt",8,13,6,6,2,170,80,180,0,"High sodium content due to sea salt, making it less healthy"
Soup,"Chicken Broth, Noodles, Chicken, Vegetables, Salt",3,2,23,1,1,191,26,890,0,"High in sodium and low in protein, processed ingredients"
Soup,"Tomatoes, Water, Sugar, Salt, Citric Acid",3,1,18,3,6,122,22,478,0,"High in sugar and sodium, processed with low nutritional value"
Soup,"Noodles, Seasoning, Salt, Flavoring",9,12,54,1,0,320,11,1599,0,"High in sodium and fat, processed with little nutritional value"
Soup,"Chicken Broth, Chicken, Vegetables, Rice, Salt",7,1,21,2,0,181,31,651,0,Moderate in sodium; better than some options but still processed
Soup,"Dehydrated Onion, Salt, Sugar, Corn Starch",1,0,16,0,5,111,14,1151,0,"High sodium content and low protein, not a healthy option"
Soup,"Lentils, Vegetables, Vegetable Broth, Spices",9,4,29,8,2,250,35,380,1,"Made with organic ingredients, high in fiber and protein"
Soup,"Chicken Broth, Noodles, Cream, Chicken, Salt",5,9,17,1,3,161,26,822,0,"High in calories and sodium, processed with low nutritional value"
Soup,"Chicken, Vegetables, Chicken Broth, Noodles",10,8,27,1,1,200,30,889,0,"High sodium and calorie content, processed ingredients"
Soup,"Miso Paste, Seaweed, Tofu, Seasonings",1,1,8,1,0,99,41,482,1,"Lower in calories, with good protein and low fat"
Soup,"Vegetables, Vegetable Broth, Herbs, Spices",3,0,21,4,3,151,37,300,1,"Made with organic ingredients, lower in sodium and calories"
Maggi,"Wheat Flour, Palm Oil, Salt, Spices",4,58,11,2,2,369,20,1100,0,"High sodium, low fiber"
Maggi,"Whole Wheat Flour, Palm Oil, Salt, Spices",6,58,10,4,1,346,25,1000,1,"Higher fiber due to whole wheat, moderate sodium"
Maggi,"Rice Flour, Palm Oil, Salt, Spices",4,61,12,2,3,372,13,1049,0,"High sodium, low protein and fiber"
Maggi,"Oats, Palm Oil, Salt, Spices",5,54,11,7,2,343,29,948,1,"High fiber, moderate sodium, balanced nutrition"
Maggi,"Wheat Flour, Dehydrated Vegetables, Salt, Spices",5,57,12,3,4,361,19,1081,0,"High sodium, low fiber, moderate fat"
Maggi,"Wheat Flour, Chicken Flavor, Palm Oil, Spices",5,58,11,2,4,371,16,1120,0,"High sodium, low fiber, moderate protein"
Maggi,"Wheat Flour, Cheese Powder, Palm Oil, Salt, Spices",6,62,15,3,3,394,35,1151,0,"High sodium and fat, moderate carbs and protein"
Maggi,"Wheat Flour, Palm Oil, Salt, Masala Spices",4,60,13,2,3,369,20,1099,0,"High sodium, low fiber"
Maggi,"Wheat Flour, Palm Oil, Salt, Spices (No Onion)",5,59,11,2,2,366,18,1100,0,"Similar to classic, no onion but high sodium"
Maggi,"Wheat Flour, Palm Oil, Salt, Spices (No Garlic)",5,60,12,2,3,368,18,1091,0,"Similar to classic, no garlic but high sodium"
Oats,"Oats, Salt",13,56,4,7,2,317,39,119,1,"High fiber, moderate carbs, low sugar and sodium"
Oats,"Oats, Honey, Salt",14,59,6,5,9,358,35,133,1,"Moderate fiber, high sugar from honey, moderate sodium"
Oats,"Oats, Dried Fruits (Raisins, Apples), Salt",10,60,6,7,15,358,40,125,1,"Higher sugar content, balanced fiber and protein"
Oats,"Oats, Almonds, Salt",15,54,8,9,2,354,60,110,1,"High protein and fiber from almonds, low sugar and sodium"
Oats,"Steel-Cut Oats, Salt",15,49,3,10,3,338,36,104,1,"High fiber and protein, low sodium and sugar"
Oats,"Oats, Cinnamon, Salt",12,57,3,8,4,332,29,120,1,"Moderate sugar from cinnamon, high fiber, and low sodium"
Oats,"Oats, Chia Seeds, Salt",14,54,9,11,0,386,50,110,1,"High fiber and healthy fats from chia seeds, low sugar and sodium"
Oats,"Gluten-Free Oats, Salt",12,54,6,8,2,333,36,115,1,"High fiber, suitable for gluten-sensitive consumers, low sugar"
Oats,"Organic Oats, Salt",13,52,7,10,3,321,30,101,1,"High fiber, low sodium, organic product"
Oats,"Oats, Cocoa Powder, Sugar, Salt",13,60,4,5,14,376,21,136,0,"High sugar from chocolate, moderate protein and fiber, high sodium"
Lays,"Potatoes, Vegetable Oil, Salt",0,15,10,2,2,151,10,170,0,"High fat, low fiber, moderate sodium"
Lays,"Potatoes, Vegetable Oil, Salt, Vinegar",3,16,10,2,0,145,16,212,0,"High sodium, moderate fat, low fiber"
Lays,"Potatoes, Vegetable Oil, Sour Cream, Onion Powder, Salt",3,16,9,1,1,161,12,181,0,"High fat, low fiber, moderate sodium"
Lays,"Potatoes, Vegetable Oil, Barbecue Seasoning, Salt",2,18,9,2,0,159,15,202,0,"High sodium, moderate carbs and sugar, low fiber"
Lays,"Potatoes, Cornstarch, Salt, Sugar, Sunflower Oil",1,22,4,0,3,132,8,182,1,"Lower fat, higher carbs, moderate sodium"
Lays,"Potatoes, Cornstarch, Sour Cream, Onion Powder, Salt",4,21,4,3,3,136,11,190,1,"Lower fat, moderate sodium, moderate carbs"
Lays,"Potatoes, Vegetable Oil, Flamin' Hot Seasoning, Salt",1,16,13,2,0,158,8,218,0,"High fat, high sodium, low fiber"
Lays,"Potatoes, Vegetable Oil, Jalapeno Seasoning, Salt",2,16,8,1,1,152,11,201,0,"High sodium, moderate carbs and fat, low fiber"
Lays,"Potatoes, Vegetable Oil, Salt",1,16,8,0,1,151,7,160,0,"High fat, low fiber, moderate sodium"
Lays,"Potatoes, Vegetable Oil, Light Salt",0,16,8,1,0,138,5,105,1,"Lower sodium, moderate fat and carbs"
Biscuits,"Whole Wheat Flour, Sugar, Vegetable Oil, Salt",2,20,6,4,7,161,16,121,1,"High fiber from whole wheat, moderate sugar"
Biscuits,"Refined Flour, Sugar, Vegetable Oil, Cream, Salt",1,25,10,0,15,229,6,180,0,"High sugar and fat content, low fiber"
Biscuits,"Wheat Flour, Sugar, Palm Oil, Salt, Malt Extract",3,22,5,2,7,161,7,108,1,"Low fat, moderate sugar, suitable for light snacking"
Biscuits,"Oats, Sugar, Vegetable Oil, Salt",3,19,9,2,5,180,18,125,1,"High fiber from oats, moderate fat and sugar"
Biscuits,"Refined Flour, Sugar, Chocolate Chips, Vegetable Oil, Salt",2,30,11,0,17,281,13,201,0,"High sugar, high fat, low fiber"
Biscuits,"Refined Flour, Butter, Sugar, Salt",1,24,14,0,11,275,8,151,0,"Very high fat, high sugar, very low fiber"
Biscuits,"Whole Wheat, Oats, Barley, Sugar, Vegetable Oil, Salt",2,21,6,2,4,199,24,130,1,"High fiber from whole grains, moderate fat and sugar"
Biscuits,"Refined Flour, Cocoa, Sugar, Cream, Vegetable Oil, Salt",2,29,11,0,13,249,16,188,0,"High sugar, high fat, low fiber"
Biscuits,"Whole Wheat, Artificial Sweetener, Vegetable Oil, Salt",2,15,7,3,1,142,6,111,1,"Low sugar, high fiber, suitable for diabetic consumers"
Biscuits,"Refined Flour, Coconut, Sugar, Vegetable Oil, Salt",5,24,10,2,10,227,19,149,0,"High sugar and fat, moderate carbs"
Peanut Butter,"Roasted Peanuts, Sugar, Hydrogenated Vegetable Oil, Salt",8,14,8,3,2,189,20,131,0,"High in sugar and calories, with added oils"
Peanut Butter,"Roasted Peanuts, Sugar, Palm Oil, Salt",5,14,9,2,3,195,26,139,0,"Similar to Skippy, high in sugar and calories"
Peanut Butter,"Roasted Peanuts, Sugar, Hydrogenated Vegetable Oil, Salt",8,16,7,3,5,201,29,141,0,"Contains added sugars and oils, making it less healthy"
Peanut Butter,"Peanuts, Salt",6,16,6,2,3,179,35,0,1,"No added sugar or oils, healthier option"
Peanut Butter,"Peanuts, Salt",8,16,6,2,0,181,38,0,1,"No added sugars or oils, higher quality choice"
Peanut Butter,"Peanuts, Palm Oil",8,19,9,3,1,199,22,1,1,"Higher fat content, but no added sugar, making it a better choice"
Peanut Butter,"Peanuts, Salt",6,16,9,3,0,181,36,0,1,"No added sugars, only peanuts and salt, healthier option"
Peanut Butter,"Organic Peanuts, Salt",8,16,6,1,0,180,41,0,1,Organic option with no added sugars or oils
Peanut Butter,"Organic Peanuts, Sea Salt",8,17,8,3,0,185,39,0,1,"Organic with no added sugars, healthier option"
Peanut Butter,"Roasted Peanuts, Sugar, Hydrogenated Vegetable Oil, Salt",8,16,7,1,5,194,26,131,0,"Similar to Skippy but with added chunky peanuts, still unhealthy"
Chocolate,"Milk Chocolate (Sugar, Cocoa Butter, Skimmed Milk Powder, Chocolate)",2,10,25,1,26,219,40,70,0,"High sugar and fat content, moderate calories"
Chocolate,"Milk Chocolate (Sugar, Peanuts, Corn Syrup, Hydrogenated Palm Oil, Skimmed Milk Powder)",4,11,33,1,26,230,46,58,0,"High in sugar and calories, with added fats"
Chocolate,"Milk Chocolate (Sugar, Glucose Syrup, Skimmed Milk Powder, Cocoa Butter)",2,10,37,1,29,240,35,92,0,"High sugar and fat, moderate calories"
Chocolate,"Cocoa Mass, Sugar, Cocoa Butter, Emulsifier (Soy Lecithin)",3,15,12,4,7,210,51,5,1,"Higher cocoa content with less sugar, healthier option"
Chocolate,"Cocoa Mass, Sugar, Cocoa Butter, Emulsifier (Lecithin)",5,15,12,7,6,219,55,5,1,"High cocoa percentage, low sugar, good for dark chocolate lovers"
Chocolate,"Milk Chocolate (Sugar, Cocoa Butter, Chocolate, Milk Fat)",4,13,28,0,24,240,40,50,0,"High in sugar and calories, moderate fat content"
Chocolate,"Milk Chocolate (Sugar, Honey, Almonds, Cocoa Butter)",3,13,35,1,26,251,33,45,0,"High sugar and fat, with added honey and almonds"
Chocolate,"Milk Chocolate (Sugar, Cocoa Butter, Peanut Butter)",5,13,25,0,21,229,40,59,0,"High sugar and calories, moderate protein content"
Chocolate,"Dark Chocolate (Sugar, Unsweetened Chocolate, Cocoa Butter)",2,15,19,3,16,189,54,9,1,Good dark chocolate option with moderate sugar
Chocolate,Cocoa Mass,3,12,6,5,0,170,59,0,1,"No added sugar, high fiber, very healthy option"
Almonds,Almonds,6,15,6,4,1,158,75,1,1,"Whole, raw almonds; high in healthy fats and nutrients"
Almonds,Almonds,6,15,4,4,0,170,81,0,1,Roasted without added salt; healthy option
Almonds,"Almonds, Honey, Sugar",7,13,27,4,16,199,60,0,0,High in sugar due to honey and added sugar
Almonds,"Almonds, Salt",5,15,5,7,1,169,79,150,0,"High sodium content, making them less healthy"
Almonds,"Almonds, Dark Chocolate",5,12,16,4,10,192,66,4,0,"Contains added sugar from chocolate, making it less healthy"
Almonds,Almonds,7,19,6,2,1,181,84,0,1,Made from ground almonds; healthy fats and protein
Almonds,"Almonds, Water, Calcium Carbonate",3,4,0,0,2,30,299,180,1,Low in calories and sugars; healthy alternative to dairy
Almonds,"Almonds, Spices, Oil",6,12,7,4,2,160,75,1,1,"Contains healthy spices, but check oil content"
Almonds,Blanched Almonds,6,15,6,4,0,160,73,1,1,"Low-carb flour alternative, high in nutrients"
Almonds,"Almonds, Sea Salt",7,18,6,6,0,170,79,180,0,"High sodium content due to sea salt, making it less healthy"
Soup,"Chicken Broth, Noodles, Chicken, Vegetables, Salt",3,2,22,0,1,189,24,889,0,"High in sodium and low in protein, processed ingredients"
Soup,"Tomatoes, Water, Sugar, Salt, Citric Acid",2,0,17,2,7,120,20,479,0,"High in sugar and sodium, processed with low nutritional value"
Soup,"Noodles, Seasoning, Salt, Flavoring",10,14,54,1,0,320,10,1600,0,"High in sodium and fat, processed with little nutritional value"
Soup,"Chicken Broth, Chicken, Vegetables, Rice, Salt",6,1,23,1,1,180,29,651,0,Moderate in sodium; better than some options but still processed
Soup,"Dehydrated Onion, Salt, Sugar, Corn Starch",1,0,17,1,5,109,16,1151,0,"High sodium content and low protein, not a healthy option"
Soup,"Lentils, Vegetables, Vegetable Broth, Spices",7,3,31,8,2,250,32,379,1,"Made with organic ingredients, high in fiber and protein"
Soup,"Chicken Broth, Noodles, Cream, Chicken, Salt",5,7,20,1,0,159,25,820,0,"High in calories and sodium, processed with low nutritional value"
Soup,"Chicken, Vegetables, Chicken Broth, Noodles",10,7,29,1,2,199,29,887,0,"High sodium and calorie content, processed ingredients"
Soup,"Miso Paste, Seaweed, Tofu, Seasonings",2,3,6,0,1,99,40,483,1,"Lower in calories, with good protein and low fat"
Soup,"Vegetables, Vegetable Broth, Herbs, Spices",4,0,20,3,2,149,36,301,1,"Made with organic ingredients, lower in sodium and calories"
Maggi,"Wheat Flour, Palm Oil, Salt, Spices",4,61,13,1,2,367,19,1100,0,"High sodium, low fiber"
Maggi,"Whole Wheat Flour, Palm Oil, Salt, Spices",5,59,10,6,1,347,24,1000,1,"Higher fiber due to whole wheat, moderate sodium"
Maggi,"Rice Flour, Palm Oil, Salt, Spices",5,62,12,0,4,372,14,1052,0,"High sodium, low protein and fiber"
Maggi,"Oats, Palm Oil, Salt, Spices",8,55,9,5,3,342,29,949,1,"High fiber, moderate sodium, balanced nutrition"
Maggi,"Wheat Flour, Dehydrated Vegetables, Salt, Spices",5,58,11,3,4,361,19,1080,0,"High sodium, low fiber, moderate fat"
Maggi,"Wheat Flour, Chicken Flavor, Palm Oil, Spices",7,58,11,3,4,372,16,1119,0,"High sodium, low fiber, moderate protein"
Maggi,"Wheat Flour, Cheese Powder, Palm Oil, Salt, Spices",7,60,13,3,4,395,32,1150,0,"High sodium and fat, moderate carbs and protein"
Maggi,"Wheat Flour, Palm Oil, Salt, Masala Spices",6,58,13,3,0,369,21,1100,0,"High sodium, low fiber"
Maggi,"Wheat Flour, Palm Oil, Salt, Spices (No Onion)",7,60,13,2,2,368,22,1099,0,"Similar to classic, no onion but high sodium"
